"Year","City","Main Section","Sub-Section","Value"
2000,"Chicago","Earnings: Bus Driver","Gross (New York = 100)",115.95
2000,"Copenhagen","Earnings: Bus Driver","Gross (New York = 100)",81.48
2000,"Dublin","Earnings: Bus Driver","Gross (New York = 100)",61.82
2000,"Frankfurt","Earnings: Bus Driver","Gross (New York = 100)",64.96
2000,"Geneva","Earnings: Bus Driver","Gross (New York = 100)",116.52
2000,"Helsinki","Earnings: Bus Driver","Gross (New York = 100)",56.41
2000,"Hong Kong","Earnings: Bus Driver","Gross (New York = 100)",56.41
2000,"Istanbul","Earnings: Bus Driver","Gross (New York = 100)",26.21
2000,"Jakarta","Earnings: Bus Driver","Gross (New York = 100)",2.85
2000,"Johannesburg","Earnings: Bus Driver","Gross (New York = 100)",24.22
2000,"Kuala Lumpur","Earnings: Bus Driver","Gross (New York = 100)",24.79
2000,"Lisbon","Earnings: Bus Driver","Gross (New York = 100)",25.93
2000,"London","Earnings: Bus Driver","Gross (New York = 100)",62.39
2000,"Los Angeles","Earnings: Bus Driver","Gross (New York = 100)",103.42
2000,"Luxembourg","Earnings: Bus Driver","Gross (New York = 100)",97.44
2000,"Madrid","Earnings: Bus Driver","Gross (New York = 100)",47.58
2000,"Manama","Earnings: Bus Driver","Gross (New York = 100)",27.07
2000,"Manila","Earnings: Bus Driver","Gross (New York = 100)",7.12
2000,"Mexico City","Earnings: Bus Driver","Gross (New York = 100)",11.97
2000,"Milan","Earnings: Bus Driver","Gross (New York = 100)",63.53
2000,"Montreal","Earnings: Bus Driver","Gross (New York = 100)",93.73
2000,"Moscow","Earnings: Bus Driver","Gross (New York = 100)",7.41
2000,"Mumbai","Earnings: Bus Driver","Gross (New York = 100)",4.84
2000,"Nairobi","Earnings: Bus Driver","Gross (New York = 100)",3.13
2000,"New York","Earnings: Bus Driver","Gross (New York = 100)",100.00
2000,"Nicosia","Earnings: Bus Driver","Gross (New York = 100)",39.03
2000,"Oslo","Earnings: Bus Driver","Gross (New York = 100)",72.65
2000,"Panama","Earnings: Bus Driver","Gross (New York = 100)",27.92
2000,"Paris","Earnings: Bus Driver","Gross (New York = 100)",56.41
2000,"Rio de Janeiro","Earnings: Bus Driver","Gross (New York = 100)",12.25
2000,"Santiago de Chile","Earnings: Bus Driver","Gross (New York = 100)",13.39
2000,"São Paulo","Earnings: Bus Driver","Gross (New York = 100)",15.10
2000,"Seoul","Earnings: Bus Driver","Gross (New York = 100)",60.97
2000,"Shanghai","Earnings: Bus Driver","Gross (New York = 100)",8.55
2000,"Stockholm","Earnings: Bus Driver","Gross (New York = 100)",68.38
2000,"Sydney","Earnings: Bus Driver","Gross (New York = 100)",51.28
2000,"Taipei","Earnings: Bus Driver","Gross (New York = 100)",63.53
2000,"Tel Aviv","Earnings: Bus Driver","Gross (New York = 100)",63.82
2000,"Tokyo","Earnings: Bus Driver","Gross (New York = 100)",133.33
2000,"Toronto","Earnings: Bus Driver","Gross (New York = 100)",75.78
2000,"Vienna","Earnings: Bus Driver","Gross (New York = 100)",70.66
2000,"Warsaw","Earnings: Bus Driver","Gross (New York = 100)",12.54
2000,"Zurich","Earnings: Bus Driver","Gross (New York = 100)",144.73
2003,"Amsterdam","Earnings: Bus Driver","Gross (New York = 100)",80.67
2003,"Athens","Earnings: Bus Driver","Gross (New York = 100)",48.74
2003,"Auckland","Earnings: Bus Driver","Gross (New York = 100)",45.10
2003,"Bangkok","Earnings: Bus Driver","Gross (New York = 100)",15.69
2003,"Barcelona","Earnings: Bus Driver","Gross (New York = 100)",39.22
2003,"Berlin","Earnings: Bus Driver","Gross (New York = 100)",96.08
2003,"Bogotá","Earnings: Bus Driver","Gross (New York = 100)",9.24
2003,"Bratislava","Earnings: Bus Driver","Gross (New York = 100)",14.85
2003,"Brussels","Earnings: Bus Driver","Gross (New York = 100)",71.43
2003,"Bucharest","Earnings: Bus Driver","Gross (New York = 100)",5.04
2003,"Budapest","Earnings: Bus Driver","Gross (New York = 100)",17.65
2003,"Buenos Aires","Earnings: Bus Driver","Gross (New York = 100)",12.61
2003,"Chicago","Earnings: Bus Driver","Gross (New York = 100)",86.83
2003,"Copenhagen","Earnings: Bus Driver","Gross (New York = 100)",111.48
2003,"Dubai","Earnings: Bus Driver","Gross (New York = 100)",28.29
2003,"Dublin","Earnings: Bus Driver","Gross (New York = 100)",96.36
2003,"Frankfurt","Earnings: Bus Driver","Gross (New York = 100)",83.47
2003,"Geneva","Earnings: Bus Driver","Gross (New York = 100)",152.10
2003,"Helsinki","Earnings: Bus Driver","Gross (New York = 100)",79.55
2003,"Hong Kong","Earnings: Bus Driver","Gross (New York = 100)",75.35
2003,"Istanbul","Earnings: Bus Driver","Gross (New York = 100)",19.61
2003,"Jakarta","Earnings: Bus Driver","Gross (New York = 100)",4.76
2003,"Johannesburg","Earnings: Bus Driver","Gross (New York = 100)",11.48
2003,"Karachi","Earnings: Bus Driver","Gross (New York = 100)",3.36
2003,"Kiev","Earnings: Bus Driver","Gross (New York = 100)",7.28
2003,"Kuala Lumpur","Earnings: Bus Driver","Gross (New York = 100)",17.93
2003,"Lagos","Earnings: Bus Driver","Gross (New York = 100)",3.36
2003,"Lima","Earnings: Bus Driver","Gross (New York = 100)",8.12
2003,"Lisbon","Earnings: Bus Driver","Gross (New York = 100)",41.46
2003,"Ljubljana","Earnings: Bus Driver","Gross (New York = 100)",28.85
2003,"London","Earnings: Bus Driver","Gross (New York = 100)",71.71
2003,"Los Angeles","Earnings: Bus Driver","Gross (New York = 100)",85.43
2003,"Luxembourg","Earnings: Bus Driver","Gross (New York = 100)",116.25
2003,"Madrid","Earnings: Bus Driver","Gross (New York = 100)",47.90
2003,"Manama","Earnings: Bus Driver","Gross (New York = 100)",22.41
2003,"Manila","Earnings: Bus Driver","Gross (New York = 100)",8.96
2003,"Mexico City","Earnings: Bus Driver","Gross (New York = 100)",10.08
2003,"Miami","Earnings: Bus Driver","Gross (New York = 100)",68.63
2003,"Milan","Earnings: Bus Driver","Gross (New York = 100)",73.67
2003,"Montreal","Earnings: Bus Driver","Gross (New York = 100)",77.31
2003,"Moscow","Earnings: Bus Driver","Gross (New York = 100)",9.80
2003,"Mumbai","Earnings: Bus Driver","Gross (New York = 100)",5.60
2003,"Nairobi","Earnings: Bus Driver","Gross (New York = 100)",4.20
2003,"New York","Earnings: Bus Driver","Gross (New York = 100)",100.00
2003,"Oslo","Earnings: Bus Driver","Gross (New York = 100)",100.00
2003,"Paris","Earnings: Bus Driver","Gross (New York = 100)",67.79
2003,"Prague","Earnings: Bus Driver","Gross (New York = 100)",16.81
2003,"Riga","Earnings: Bus Driver","Gross (New York = 100)",10.36
2003,"Rio de Janeiro","Earnings: Bus Driver","Gross (New York = 100)",7.28
2003,"Rome","Earnings: Bus Driver","Gross (New York = 100)",61.62
2003,"Santiago de Chile","Earnings: Bus Driver","Gross (New York = 100)",14.01
2003,"São Paulo","Earnings: Bus Driver","Gross (New York = 100)",7.00
2003,"Seoul","Earnings: Bus Driver","Gross (New York = 100)",38.66
2003,"Shanghai","Earnings: Bus Driver","Gross (New York = 100)",10.64
2003,"Sofia","Earnings: Bus Driver","Gross (New York = 100)",8.40
2003,"Stockholm","Earnings: Bus Driver","Gross (New York = 100)",73.39
2003,"Sydney","Earnings: Bus Driver","Gross (New York = 100)",52.66
2003,"Taipei","Earnings: Bus Driver","Gross (New York = 100)",40.34
2003,"Tallinn","Earnings: Bus Driver","Gross (New York = 100)",16.25
2003,"Tel Aviv","Earnings: Bus Driver","Gross (New York = 100)",62.75
2003,"Tokyo","Earnings: Bus Driver","Gross (New York = 100)",130.53
2003,"Toronto","Earnings: Bus Driver","Gross (New York = 100)",64.99
2003,"Vienna","Earnings: Bus Driver","Gross (New York = 100)",69.19
2003,"Vilnius","Earnings: Bus Driver","Gross (New York = 100)",12.61
2003,"Warsaw","Earnings: Bus Driver","Gross (New York = 100)",17.09
2003,"Zurich","Earnings: Bus Driver","Gross (New York = 100)",183.19
2006,"Amsterdam","Earnings: Bus Driver","Gross (New York = 100)",75.16
2006,"Athens","Earnings: Bus Driver","Gross (New York = 100)",45.22
2006,"Auckland","Earnings: Bus Driver","Gross (New York = 100)",55.20
2006,"Bangkok","Earnings: Bus Driver","Gross (New York = 100)",7.86
2006,"Barcelona","Earnings: Bus Driver","Gross (New York = 100)",49.04
2006,"Beijing","Earnings: Bus Driver","Gross (New York = 100)",6.58
2006,"Berlin","Earnings: Bus Driver","Gross (New York = 100)",70.49
2006,"Bogotá","Earnings: Bus Driver","Gross (New York = 100)",8.92
2006,"Bratislava","Earnings: Bus Driver","Gross (New York = 100)",18.47
2006,"Brussels","Earnings: Bus Driver","Gross (New York = 100)",65.61
2006,"Bucharest","Earnings: Bus Driver","Gross (New York = 100)",8.07
2006,"Budapest","Earnings: Bus Driver","Gross (New York = 100)",19.96
2006,"Buenos Aires","Earnings: Bus Driver","Gross (New York = 100)",22.29
2006,"Chicago","Earnings: Bus Driver","Gross (New York = 100)",92.14
2006,"Copenhagen","Earnings: Bus Driver","Gross (New York = 100)",89.60
2006,"Dubai","Earnings: Bus Driver","Gross (New York = 100)",21.66
2006,"Dublin","Earnings: Bus Driver","Gross (New York = 100)",74.73
2006,"Frankfurt","Earnings: Bus Driver","Gross (New York = 100)",65.82
2006,"Geneva","Earnings: Bus Driver","Gross (New York = 100)",130.79
2006,"Helsinki","Earnings: Bus Driver","Gross (New York = 100)",71.34
2006,"Hong Kong","Earnings: Bus Driver","Gross (New York = 100)",42.68
2006,"Istanbul","Earnings: Bus Driver","Gross (New York = 100)",33.55
2006,"Jakarta","Earnings: Bus Driver","Gross (New York = 100)",4.67
2006,"Johannesburg","Earnings: Bus Driver","Gross (New York = 100)",13.59
2006,"Kiev","Earnings: Bus Driver","Gross (New York = 100)",6.79
2006,"Kuala Lumpur","Earnings: Bus Driver","Gross (New York = 100)",13.38
2006,"Lima","Earnings: Bus Driver","Gross (New York = 100)",8.49
2006,"Lisbon","Earnings: Bus Driver","Gross (New York = 100)",35.03
2006,"Ljubljana","Earnings: Bus Driver","Gross (New York = 100)",30.57
2006,"London","Earnings: Bus Driver","Gross (New York = 100)",67.09
2006,"Los Angeles","Earnings: Bus Driver","Gross (New York = 100)",94.27
2006,"Luxembourg","Earnings: Bus Driver","Gross (New York = 100)",99.15
2006,"Lyon","Earnings: Bus Driver","Gross (New York = 100)",56.48
2006,"Madrid","Earnings: Bus Driver","Gross (New York = 100)",51.17
2006,"Manama","Earnings: Bus Driver","Gross (New York = 100)",16.99
2006,"Manila","Earnings: Bus Driver","Gross (New York = 100)",8.70
2006,"Mexico City","Earnings: Bus Driver","Gross (New York = 100)",8.28
2006,"Miami","Earnings: Bus Driver","Gross (New York = 100)",44.80
2006,"Milan","Earnings: Bus Driver","Gross (New York = 100)",51.38
2006,"Montreal","Earnings: Bus Driver","Gross (New York = 100)",71.34
2006,"Moscow","Earnings: Bus Driver","Gross (New York = 100)",25.27
2006,"Mumbai","Earnings: Bus Driver","Gross (New York = 100)",5.52
2006,"Munich","Earnings: Bus Driver","Gross (New York = 100)",73.25
2006,"Nairobi","Earnings: Bus Driver","Gross (New York = 100)",3.61
2006,"New Delhi","Earnings: Bus Driver","Gross (New York = 100)",5.10
2006,"New York","Earnings: Bus Driver","Gross (New York = 100)",100.00
2006,"Nicosia","Earnings: Bus Driver","Gross (New York = 100)",53.50
2006,"Oslo","Earnings: Bus Driver","Gross (New York = 100)",88.75
2006,"Paris","Earnings: Bus Driver","Gross (New York = 100)",57.96
2006,"Prague","Earnings: Bus Driver","Gross (New York = 100)",21.23
2006,"Riga","Earnings: Bus Driver","Gross (New York = 100)",12.10
2006,"Rio de Janeiro","Earnings: Bus Driver","Gross (New York = 100)",14.44
2006,"Rome","Earnings: Bus Driver","Gross (New York = 100)",49.89
2006,"Santiago de Chile","Earnings: Bus Driver","Gross (New York = 100)",18.26
2006,"São Paulo","Earnings: Bus Driver","Gross (New York = 100)",12.53
2006,"Seoul","Earnings: Bus Driver","Gross (New York = 100)",53.50
2006,"Shanghai","Earnings: Bus Driver","Gross (New York = 100)",6.58
2006,"Sofia","Earnings: Bus Driver","Gross (New York = 100)",8.28
2006,"Stockholm","Earnings: Bus Driver","Gross (New York = 100)",68.15
2006,"Sydney","Earnings: Bus Driver","Gross (New York = 100)",69.43
2006,"Taipei","Earnings: Bus Driver","Gross (New York = 100)",36.73
2006,"Tallinn","Earnings: Bus Driver","Gross (New York = 100)",15.07
2006,"Tokyo","Earnings: Bus Driver","Gross (New York = 100)",95.75
2006,"Toronto","Earnings: Bus Driver","Gross (New York = 100)",85.99
2006,"Vienna","Earnings: Bus Driver","Gross (New York = 100)",62.00
2006,"Vilnius","Earnings: Bus Driver","Gross (New York = 100)",8.70
2006,"Warsaw","Earnings: Bus Driver","Gross (New York = 100)",17.20
2006,"Zurich","Earnings: Bus Driver","Gross (New York = 100)",147.35
2009,"Amsterdam","Earnings: Bus Driver","Gross (New York = 100)",62.12
2009,"Athens","Earnings: Bus Driver","Gross (New York = 100)",45.49
2009,"Auckland","Earnings: Bus Driver","Gross (New York = 100)",37.47
2009,"Bangkok","Earnings: Bus Driver","Gross (New York = 100)",16.23
2009,"Barcelona","Earnings: Bus Driver","Gross (New York = 100)",48.50
2009,"Beijing","Earnings: Bus Driver","Gross (New York = 100)",8.62
2009,"Berlin","Earnings: Bus Driver","Gross (New York = 100)",68.34
2009,"Bogotá","Earnings: Bus Driver","Gross (New York = 100)",12.02
2009,"Bratislava","Earnings: Bus Driver","Gross (New York = 100)",24.45
2009,"Brussels","Earnings: Bus Driver","Gross (New York = 100)",68.14
2009,"Bucharest","Earnings: Bus Driver","Gross (New York = 100)",11.82
2009,"Budapest","Earnings: Bus Driver","Gross (New York = 100)",22.04
2009,"Buenos Aires","Earnings: Bus Driver","Gross (New York = 100)",28.26
2009,"Cairo","Earnings: Bus Driver","Gross (New York = 100)",3.61
2009,"Chicago","Earnings: Bus Driver","Gross (New York = 100)",80.16
2009,"Copenhagen","Earnings: Bus Driver","Gross (New York = 100)",96.59
2009,"Doha","Earnings: Bus Driver","Gross (New York = 100)",16.83
2009,"Dubai","Earnings: Bus Driver","Gross (New York = 100)",27.25
2009,"Dublin","Earnings: Bus Driver","Gross (New York = 100)",95.19
2009,"Frankfurt","Earnings: Bus Driver","Gross (New York = 100)",77.56
2009,"Geneva","Earnings: Bus Driver","Gross (New York = 100)",99.80
2009,"Helsinki","Earnings: Bus Driver","Gross (New York = 100)",85.77
2009,"Hong Kong","Earnings: Bus Driver","Gross (New York = 100)",38.08
2009,"Istanbul","Earnings: Bus Driver","Gross (New York = 100)",25.65
2009,"Jakarta","Earnings: Bus Driver","Gross (New York = 100)",2.81
2009,"Johannesburg","Earnings: Bus Driver","Gross (New York = 100)",15.63
2009,"Kiev","Earnings: Bus Driver","Gross (New York = 100)",8.62
2009,"Kuala Lumpur","Earnings: Bus Driver","Gross (New York = 100)",13.03
2009,"Lima","Earnings: Bus Driver","Gross (New York = 100)",10.02
2009,"Lisbon","Earnings: Bus Driver","Gross (New York = 100)",44.09
2009,"Ljubljana","Earnings: Bus Driver","Gross (New York = 100)",51.90
2009,"London","Earnings: Bus Driver","Gross (New York = 100)",63.33
2009,"Los Angeles","Earnings: Bus Driver","Gross (New York = 100)",84.17
2009,"Luxembourg","Earnings: Bus Driver","Gross (New York = 100)",121.04
2009,"Lyon","Earnings: Bus Driver","Gross (New York = 100)",59.12
2009,"Madrid","Earnings: Bus Driver","Gross (New York = 100)",51.30
2009,"Manama","Earnings: Bus Driver","Gross (New York = 100)",19.04
2009,"Manila","Earnings: Bus Driver","Gross (New York = 100)",6.01
2009,"Mexico City","Earnings: Bus Driver","Gross (New York = 100)",5.81
2009,"Miami","Earnings: Bus Driver","Gross (New York = 100)",58.12
2009,"Milan","Earnings: Bus Driver","Gross (New York = 100)",76.95
2009,"Montreal","Earnings: Bus Driver","Gross (New York = 100)",64.93
2009,"Moscow","Earnings: Bus Driver","Gross (New York = 100)",18.84
2009,"Mumbai","Earnings: Bus Driver","Gross (New York = 100)",4.21
2009,"Munich","Earnings: Bus Driver","Gross (New York = 100)",86.17
2009,"Nairobi","Earnings: Bus Driver","Gross (New York = 100)",6.61
2009,"New Delhi","Earnings: Bus Driver","Gross (New York = 100)",4.81
2009,"New York","Earnings: Bus Driver","Gross (New York = 100)",100.00
2009,"Nicosia","Earnings: Bus Driver","Gross (New York = 100)",41.68
2009,"Oslo","Earnings: Bus Driver","Gross (New York = 100)",76.95
2009,"Paris","Earnings: Bus Driver","Gross (New York = 100)",58.92
2009,"Prague","Earnings: Bus Driver","Gross (New York = 100)",29.06
2009,"Riga","Earnings: Bus Driver","Gross (New York = 100)",23.25
2009,"Rio de Janeiro","Earnings: Bus Driver","Gross (New York = 100)",14.43
2009,"Rome","Earnings: Bus Driver","Gross (New York = 100)",50.10
2009,"Santiago de Chile","Earnings: Bus Driver","Gross (New York = 100)",15.43
2009,"São Paulo","Earnings: Bus Driver","Gross (New York = 100)",16.03
2009,"Seoul","Earnings: Bus Driver","Gross (New York = 100)",34.67
2009,"Shanghai","Earnings: Bus Driver","Gross (New York = 100)",13.43
2009,"Sofia","Earnings: Bus Driver","Gross (New York = 100)",15.03
2009,"Stockholm","Earnings: Bus Driver","Gross (New York = 100)",64.13
2009,"Sydney","Earnings: Bus Driver","Gross (New York = 100)",65.33
2009,"Taipei","Earnings: Bus Driver","Gross (New York = 100)",39.48
2009,"Tallinn","Earnings: Bus Driver","Gross (New York = 100)",33.47
2009,"Tel Aviv","Earnings: Bus Driver","Gross (New York = 100)",52.30
2009,"Tokyo","Earnings: Bus Driver","Gross (New York = 100)",85.37
2009,"Toronto","Earnings: Bus Driver","Gross (New York = 100)",68.94
2009,"Vienna","Earnings: Bus Driver","Gross (New York = 100)",73.35
2009,"Vilnius","Earnings: Bus Driver","Gross (New York = 100)",24.85
2009,"Warsaw","Earnings: Bus Driver","Gross (New York = 100)",18.64
2009,"Zurich","Earnings: Bus Driver","Gross (New York = 100)",125.25
2012,"Amsterdam","Earnings: Bus Driver","Gross (New York = 100)",68.53
2012,"Athens","Earnings: Bus Driver","Gross (New York = 100)",40.73
2012,"Auckland","Earnings: Bus Driver","Gross (New York = 100)",55.07
2012,"Bangkok","Earnings: Bus Driver","Gross (New York = 100)",14.69
2012,"Barcelona","Earnings: Bus Driver","Gross (New York = 100)",59.62
2012,"Beijing","Earnings: Bus Driver","Gross (New York = 100)",12.24
2012,"Berlin","Earnings: Bus Driver","Gross (New York = 100)",67.48
2012,"Bogotá","Earnings: Bus Driver","Gross (New York = 100)",13.29
2012,"Bratislava","Earnings: Bus Driver","Gross (New York = 100)",24.65
2012,"Brussels","Earnings: Bus Driver","Gross (New York = 100)",63.81
2012,"Bucharest","Earnings: Bus Driver","Gross (New York = 100)",13.11
2012,"Budapest","Earnings: Bus Driver","Gross (New York = 100)",20.10
2012,"Buenos Aires","Earnings: Bus Driver","Gross (New York = 100)",28.50
2012,"Cairo","Earnings: Bus Driver","Gross (New York = 100)",2.45
2012,"Chicago","Earnings: Bus Driver","Gross (New York = 100)",91.08
2012,"Copenhagen","Earnings: Bus Driver","Gross (New York = 100)",98.43
2012,"Doha","Earnings: Bus Driver","Gross (New York = 100)",18.18
2012,"Dubai","Earnings: Bus Driver","Gross (New York = 100)",28.50
2012,"Dublin","Earnings: Bus Driver","Gross (New York = 100)",79.55
2012,"Frankfurt","Earnings: Bus Driver","Gross (New York = 100)",58.22
2012,"Geneva","Earnings: Bus Driver","Gross (New York = 100)",135.31
2012,"Helsinki","Earnings: Bus Driver","Gross (New York = 100)",73.78
2012,"Hong Kong","Earnings: Bus Driver","Gross (New York = 100)",35.14
2012,"Istanbul","Earnings: Bus Driver","Gross (New York = 100)",25.52
2012,"Jakarta","Earnings: Bus Driver","Gross (New York = 100)",4.55
2012,"Johannesburg","Earnings: Bus Driver","Gross (New York = 100)",20.80
2012,"Kiev","Earnings: Bus Driver","Gross (New York = 100)",9.27
2012,"Kuala Lumpur","Earnings: Bus Driver","Gross (New York = 100)",14.51
2012,"Lima","Earnings: Bus Driver","Gross (New York = 100)",10.84
2012,"Lisbon","Earnings: Bus Driver","Gross (New York = 100)",39.34
2012,"Ljubljana","Earnings: Bus Driver","Gross (New York = 100)",26.22
2012,"London","Earnings: Bus Driver","Gross (New York = 100)",77.62
2012,"Los Angeles","Earnings: Bus Driver","Gross (New York = 100)",105.24
2012,"Luxembourg","Earnings: Bus Driver","Gross (New York = 100)",164.16
2012,"Lyon","Earnings: Bus Driver","Gross (New York = 100)",52.97
2012,"Madrid","Earnings: Bus Driver","Gross (New York = 100)",44.41
2012,"Manama","Earnings: Bus Driver","Gross (New York = 100)",19.06
2012,"Manila","Earnings: Bus Driver","Gross (New York = 100)",4.37
2012,"Mexico City","Earnings: Bus Driver","Gross (New York = 100)",6.64
2012,"Miami","Earnings: Bus Driver","Gross (New York = 100)",53.50
2012,"Milan","Earnings: Bus Driver","Gross (New York = 100)",63.81
2012,"Montreal","Earnings: Bus Driver","Gross (New York = 100)",85.14
2012,"Moscow","Earnings: Bus Driver","Gross (New York = 100)",32.52
2012,"Mumbai","Earnings: Bus Driver","Gross (New York = 100)",5.59
2012,"Munich","Earnings: Bus Driver","Gross (New York = 100)",69.93
2012,"Nairobi","Earnings: Bus Driver","Gross (New York = 100)",5.42
2012,"New Delhi","Earnings: Bus Driver","Gross (New York = 100)",4.37
2012,"New York","Earnings: Bus Driver","Gross (New York = 100)",100.00
2012,"Nicosia","Earnings: Bus Driver","Gross (New York = 100)",43.18
2012,"Oslo","Earnings: Bus Driver","Gross (New York = 100)",104.90
2012,"Paris","Earnings: Bus Driver","Gross (New York = 100)",57.34
2012,"Prague","Earnings: Bus Driver","Gross (New York = 100)",28.32
2012,"Riga","Earnings: Bus Driver","Gross (New York = 100)",23.95
2012,"Rio de Janeiro","Earnings: Bus Driver","Gross (New York = 100)",17.13
2012,"Rome","Earnings: Bus Driver","Gross (New York = 100)",58.57
2012,"Santiago de Chile","Earnings: Bus Driver","Gross (New York = 100)",17.48
2012,"São Paulo","Earnings: Bus Driver","Gross (New York = 100)",19.76
2012,"Seoul","Earnings: Bus Driver","Gross (New York = 100)",76.22
2012,"Shanghai","Earnings: Bus Driver","Gross (New York = 100)",14.86
2012,"Sofia","Earnings: Bus Driver","Gross (New York = 100)",12.76
2012,"Stockholm","Earnings: Bus Driver","Gross (New York = 100)",72.20
2012,"Sydney","Earnings: Bus Driver","Gross (New York = 100)",73.08
2012,"Taipei","Earnings: Bus Driver","Gross (New York = 100)",40.56
2012,"Tallinn","Earnings: Bus Driver","Gross (New York = 100)",30.94
2012,"Tel Aviv","Earnings: Bus Driver","Gross (New York = 100)",46.33
2012,"Tokyo","Earnings: Bus Driver","Gross (New York = 100)",98.43
2012,"Toronto","Earnings: Bus Driver","Gross (New York = 100)",64.16
2012,"Vienna","Earnings: Bus Driver","Gross (New York = 100)",75.00
2012,"Vilnius","Earnings: Bus Driver","Gross (New York = 100)",21.33
2012,"Warsaw","Earnings: Bus Driver","Gross (New York = 100)",17.48
2012,"Zurich","Earnings: Bus Driver","Gross (New York = 100)",158.57
2015,"Amsterdam","Earnings: Bus Driver","Gross (New York = 100)",55.39
2015,"Athens","Earnings: Bus Driver","Gross (New York = 100)",27.76
2015,"Auckland","Earnings: Bus Driver","Gross (New York = 100)",55.89
2015,"Bangkok","Earnings: Bus Driver","Gross (New York = 100)",12.91
2015,"Barcelona","Earnings: Bus Driver","Gross (New York = 100)",45.69
2015,"Beijing","Earnings: Bus Driver","Gross (New York = 100)",12.68
2015,"Berlin","Earnings: Bus Driver","Gross (New York = 100)",44.24
2015,"Bogotá","Earnings: Bus Driver","Gross (New York = 100)",9.80
2015,"Bratislava","Earnings: Bus Driver","Gross (New York = 100)",20.03
2015,"Brussels","Earnings: Bus Driver","Gross (New York = 100)",59.96
2015,"Bucharest","Earnings: Bus Driver","Gross (New York = 100)",18.18
2015,"Budapest","Earnings: Bus Driver","Gross (New York = 100)",14.14
2015,"Buenos Aires","Earnings: Bus Driver","Gross (New York = 100)",27.03
2015,"Cairo","Earnings: Bus Driver","Gross (New York = 100)",3.45
2015,"Chicago","Earnings: Bus Driver","Gross (New York = 100)",49.71
2015,"Copenhagen","Earnings: Bus Driver","Gross (New York = 100)",71.82
2015,"Doha","Earnings: Bus Driver","Gross (New York = 100)",14.60
2015,"Dubai","Earnings: Bus Driver","Gross (New York = 100)",28.59
2015,"Dublin","Earnings: Bus Driver","Gross (New York = 100)",61.15
2015,"Frankfurt","Earnings: Bus Driver","Gross (New York = 100)",51.71
2015,"Geneva","Earnings: Bus Driver","Gross (New York = 100)",101.24
2015,"Helsinki","Earnings: Bus Driver","Gross (New York = 100)",54.46
2015,"Hong Kong","Earnings: Bus Driver","Gross (New York = 100)",43.27
2015,"Istanbul","Earnings: Bus Driver","Gross (New York = 100)",18.20
2015,"Jakarta","Earnings: Bus Driver","Gross (New York = 100)",4.86
2015,"Johannesburg","Earnings: Bus Driver","Gross (New York = 100)",16.21
2015,"Kiev","Earnings: Bus Driver","Gross (New York = 100)",4.61
2015,"Kuala Lumpur","Earnings: Bus Driver","Gross (New York = 100)",9.69
2015,"Lima","Earnings: Bus Driver","Gross (New York = 100)",10.00
2015,"Lisbon","Earnings: Bus Driver","Gross (New York = 100)",44.04
2015,"Ljubljana","Earnings: Bus Driver","Gross (New York = 100)",23.12
2015,"London","Earnings: Bus Driver","Gross (New York = 100)",58.62
2015,"Los Angeles","Earnings: Bus Driver","Gross (New York = 100)",62.36
2015,"Luxembourg","Earnings: Bus Driver","Gross (New York = 100)",134.13
2015,"Lyon","Earnings: Bus Driver","Gross (New York = 100)",43.56
2015,"Madrid","Earnings: Bus Driver","Gross (New York = 100)",51.99
2015,"Manama","Earnings: Bus Driver","Gross (New York = 100)",27.69
2015,"Manila","Earnings: Bus Driver","Gross (New York = 100)",4.83
2015,"Mexico City","Earnings: Bus Driver","Gross (New York = 100)",2.84
2015,"Miami","Earnings: Bus Driver","Gross (New York = 100)",60.06
2015,"Milan","Earnings: Bus Driver","Gross (New York = 100)",45.88
2015,"Montreal","Earnings: Bus Driver","Gross (New York = 100)",72.44
2015,"Moscow","Earnings: Bus Driver","Gross (New York = 100)",20.97
2015,"Mumbai","Earnings: Bus Driver","Gross (New York = 100)",4.99
2015,"Munich","Earnings: Bus Driver","Gross (New York = 100)",53.96
2015,"Nairobi","Earnings: Bus Driver","Gross (New York = 100)",4.30
2015,"New Delhi","Earnings: Bus Driver","Gross (New York = 100)",6.59
2015,"New York","Earnings: Bus Driver","Gross (New York = 100)",100.00
2015,"Nicosia","Earnings: Bus Driver","Gross (New York = 100)",49.04
2015,"Oslo","Earnings: Bus Driver","Gross (New York = 100)",75.52
2015,"Paris","Earnings: Bus Driver","Gross (New York = 100)",42.26
2015,"Prague","Earnings: Bus Driver","Gross (New York = 100)",17.69
2015,"Riga","Earnings: Bus Driver","Gross (New York = 100)",16.57
2015,"Rio de Janeiro","Earnings: Bus Driver","Gross (New York = 100)",12.04
2015,"Rome","Earnings: Bus Driver","Gross (New York = 100)",50.21
2015,"Santiago de Chile","Earnings: Bus Driver","Gross (New York = 100)",17.79
2015,"São Paulo","Earnings: Bus Driver","Gross (New York = 100)",14.11
2015,"Seoul","Earnings: Bus Driver","Gross (New York = 100)",63.44
2015,"Shanghai","Earnings: Bus Driver","Gross (New York = 100)",12.51
2015,"Sofia","Earnings: Bus Driver","Gross (New York = 100)",11.14
2015,"Stockholm","Earnings: Bus Driver","Gross (New York = 100)",59.43
2015,"Sydney","Earnings: Bus Driver","Gross (New York = 100)",70.60
2015,"Taipei","Earnings: Bus Driver","Gross (New York = 100)",35.53
